dtRef;idCustomer;Name;qtdeRecencia;freqDias;freqTransacoes;qtdListaPresença;qtdChatMessage;qtdTrocaPontos;qtdResgatarPonei;qtdPresençaStreak;pctListaPresença;pctChatMessage;pctTrocaPontos;pctResgatarPonei;pctPresençaStreak;qtdePontosGanhos;qtdePontosGastos;qtdePontosSaldo;avgRecorrencia;flActive
2024-03-10;3744c69d-25c1-46a6-b178-ee5925f78014;marquesmk;11.0;1;2;0;2;0;0;0;0.0;1.0;0.0;0.0;0.0;2;0;2;;1
2024-04-22;3744c69d-25c1-46a6-b178-ee5925f78014;marquesmk;6.0;6;20;4;15;0;1;0;0.2;0.75;0.0;0.05;0.0;715;0;715;2.4;1
2024-03-27;37676d57-8faf-446c-b0ec-d824d6a84306;reis_lucas_;16.0;1;3;1;2;0;0;0;0.3333333333333333;0.6666666666666666;0.0;0.0;0.0;52;0;52;;0
2024-04-09;37676d57-8faf-446c-b0ec-d824d6a84306;reis_lucas_;29.0;1;3;1;2;0;0;0;0.3333333333333333;0.6666666666666666;0.0;0.0;0.0;52;0;52;;0
2024-03-07;37a9c439-16aa-48cb-8d53-016aea5f2128;rcordeiros;3.0;7;113;5;107;0;0;1;0.04424778761061947;0.9469026548672567;0.0;0.0;0.008849557522123894;457;0;457;1.1666666666666667;1
2024-04-21;37a9c439-16aa-48cb-8d53-016aea5f2128;rcordeiros;17.0;6;141;6;134;0;0;1;0.0425531914893617;0.950354609929078;0.0;0.0;0.0070921985815602835;534;0;534;2.0;0
2024-03-03;37b50721-cb1d-4670-ae60-5d54ff5aaf8c;rodoxgr;27.0;1;1;0;1;0;0;0;0.0;1.0;0.0;0.0;0.0;1;0;1;;0
2024-03-05;37b50721-cb1d-4670-ae60-5d54ff5aaf8c;rodoxgr;29.0;1;1;0;1;0;0;0;0.0;1.0;0.0;0.0;0.0;1;0;1;;0
2024-04-12;37ea91a4-128c-41a6-8710-662a3ff03f26;heybals;4.0;1;3;1;2;0;0;0;0.3333333333333333;0.6666666666666666;0.0;0.0;0.0;52;0;52;;1
2024-04-18;37ea91a4-128c-41a6-8710-662a3ff03f26;heybals;1.0;4;19;4;15;0;0;0;0.21052631578947367;0.7894736842105263;0.0;0.0;0.0;215;0;215;3.0;1
2024-04-06;381fadb5-b53f-4718-bdf1-943866077b2d;alan_ocs;11.0;2;2;2;0;0;0;0;1.0;0.0;0.0;0.0;0.0;100;0;100;6.0;1
2024-04-11;381fadb5-b53f-4718-bdf1-943866077b2d;alan_ocs;1.0;3;5;3;2;0;0;0;0.6;0.4;0.0;0.0;0.0;152;0;152;10.5;1
2024-03-03;384448b7-3b0c-462c-b2f9-d3a3b2ace4cc;hamarchi;26.0;2;15;2;13;0;0;0;0.13333333333333333;0.8666666666666667;0.0;0.0;0.0;113;0;113;1.0;0
2024-03-06;384448b7-3b0c-462c-b2f9-d3a3b2ace4cc;hamarchi;29.0;1;5;1;4;0;0;0;0.2;0.8;0.0;0.0;0.0;54;0;54;;0
2024-03-29;387a1f2d-4bb1-45bc-af27-e140e7366f7e;altonio_bandeiras;15.0;6;40;6;34;0;0;0;0.15;0.85;0.0;0.0;0.0;334;0;334;2.8;1
2024-04-12;387a1f2d-4bb1-45bc-af27-e140e7366f7e;altonio_bandeiras;7.0;2;24;2;22;0;0;0;0.08333333333333333;0.9166666666666666;0.0;0.0;0.0;122;0;122;22.0;1
2024-03-04;3884c92f-a635-4b67-9e5a-97730829cdca;diegod_ntc;17.0;2;16;2;14;0;0;0;0.125;0.875;0.0;0.0;0.0;114;0;114;11.0;0
2024-03-06;3884c92f-a635-4b67-9e5a-97730829cdca;diegod_ntc;19.0;1;1;1;0;0;0;0;1.0;0.0;0.0;0.0;0.0;50;0;50;;0
2024-03-20;3886769d-9a23-4165-a497-67a4021aa139;artthur252;26.0;1;1;1;0;0;0;0;1.0;0.0;0.0;0.0;0.0;50;0;50;;1
2024-03-22;3886769d-9a23-4165-a497-67a4021aa139;artthur252;28.0;1;1;1;0;0;0;0;1.0;0.0;0.0;0.0;0.0;50;0;50;;1
2024-04-01;38b5a905-9b56-4847-bc01-fafb144d754a;kingjonkun;7.0;1;1;0;1;0;0;0;0.0;1.0;0.0;0.0;0.0;1;0;1;;0
2024-04-21;38b5a905-9b56-4847-bc01-fafb144d754a;kingjonkun;27.0;1;1;0;1;0;0;0;0.0;1.0;0.0;0.0;0.0;1;0;1;;0
2024-04-05;3958a37d-c320-4f4f-a86d-1dbb82127bd6;tiago_justino;2.0;13;19;13;5;0;0;1;0.6842105263157895;0.2631578947368421;0.0;0.0;0.05263157894736842;755;0;755;1.9166666666666667;1
2024-04-11;3958a37d-c320-4f4f-a86d-1dbb82127bd6;tiago_justino;1.0;15;22;15;5;0;1;1;0.6818181818181818;0.22727272727272727;0.0;0.045454545454545456;0.045454545454545456;1355;0;1355;2.0;1
2024-03-07;395d676b-578c-41fe-a427-e097264d44c0;falamarden;1.0;7;61;6;55;0;0;0;0.09836065573770492;0.9016393442622951;0.0;0.0;0.0;355;0;355;1.3333333333333333;1
2024-03-12;395d676b-578c-41fe-a427-e097264d44c0;falamarden;1.0;9;79;8;71;0;0;0;0.10126582278481013;0.8987341772151899;0.0;0.0;0.0;471;0;471;1.625;1
2024-03-03;397170d0-05fb-4e36-8dd9-8caa30a42d82;joao_marcel0o;26.0;2;14;2;12;0;0;0;0.14285714285714285;0.8571428571428571;0.0;0.0;0.0;112;0;112;1.0;0
2024-03-06;397170d0-05fb-4e36-8dd9-8caa30a42d82;joao_marcel0o;29.0;1;7;1;6;0;0;0;0.14285714285714285;0.8571428571428571;0.0;0.0;0.0;56;0;56;;0
2024-04-14;3977b4eb-4fcb-4500-802b-307a2f1c13e6;bluezinhaaa;2.0;1;1;1;0;0;0;0;1.0;0.0;0.0;0.0;0.0;50;0;50;;0
2024-04-23;3977b4eb-4fcb-4500-802b-307a2f1c13e6;bluezinhaaa;11.0;1;1;1;0;0;0;0;1.0;0.0;0.0;0.0;0.0;50;0;50;;0
2024-04-16;39dcd502-33e0-4310-96fa-016c82cade80;victormesquitax;11.0;1;47;1;46;0;0;0;0.02127659574468085;0.9787234042553191;0.0;0.0;0.0;96;0;96;;1
2024-04-21;39dcd502-33e0-4310-96fa-016c82cade80;victormesquitax;2.0;2;48;2;46;0;0;0;0.041666666666666664;0.9583333333333334;0.0;0.0;0.0;146;0;146;14.0;0
2024-03-02;3a4cd639-af6f-4609-8ddc-7e22640ff08e;eduardoromeiro__;3.0;3;6;1;5;0;0;0;0.16666666666666666;0.8333333333333334;0.0;0.0;0.0;55;0;55;1.0;1
2024-04-09;3a4cd639-af6f-4609-8ddc-7e22640ff08e;eduardoromeiro__;29.0;1;6;1;5;0;0;0;0.16666666666666666;0.8333333333333334;0.0;0.0;0.0;55;0;55;;0
2024-03-25;3a542eca-5e52-48ed-b1f6-2e7088eca4f6;guihleme;12.0;1;1;1;0;0;0;0;1.0;0.0;0.0;0.0;0.0;50;0;50;;1
2024-04-14;3a542eca-5e52-48ed-b1f6-2e7088eca4f6;guihleme;13.0;3;12;3;9;0;0;0;0.25;0.75;0.0;0.0;0.0;159;0;159;3.5;0
2024-03-05;3aed7014-dd3e-4958-ac8b-97ecba810a0b;deco4gaming;28.0;1;2;0;2;0;0;0;0.0;1.0;0.0;0.0;0.0;2;0;2;;1
2024-04-01;3aed7014-dd3e-4958-ac8b-97ecba810a0b;deco4gaming;21.0;1;1;0;1;0;0;0;0.0;1.0;0.0;0.0;0.0;1;0;1;;0
2024-03-03;3b3e87ca-d728-44fe-a1bb-9f0835cce85a;matmilan10;6.0;2;2;2;0;0;0;0;1.0;0.0;0.0;0.0;0.0;100;0;100;3.0;0
2024-03-10;3b3e87ca-d728-44fe-a1bb-9f0835cce85a;matmilan10;13.0;2;2;2;0;0;0;0;1.0;0.0;0.0;0.0;0.0;100;0;100;3.0;0
2024-03-11;3b7bca96-db86-45a4-9c0c-fb1f410f8655;jeffverissimo;5.0;8;23;7;15;0;1;0;0.30434782608695654;0.6521739130434783;0.0;0.043478260869565216;0.0;865;0;865;2.7142857142857144;1
2024-04-08;3b7bca96-db86-45a4-9c0c-fb1f410f8655;jeffverissimo;11.0;4;11;2;9;0;0;0;0.18181818181818182;0.8181818181818182;0.0;0.0;0.0;109;0;109;5.333333333333333;1
2024-03-08;3baabacf-2893-4074-acc8-9ff76ea3bda6;lucasv_martins;22.0;1;1;0;1;0;0;0;0.0;1.0;0.0;0.0;0.0;1;0;1;;0
2024-03-15;3baabacf-2893-4074-acc8-9ff76ea3bda6;lucasv_martins;29.0;1;1;0;1;0;0;0;0.0;1.0;0.0;0.0;0.0;1;0;1;;0
2024-03-03;3bab0b89-47b6-45cc-bafa-aec1962c6dde;canibasami;26.0;2;2;2;0;0;0;0;1.0;0.0;0.0;0.0;0.0;100;0;100;1.0;0
2024-03-05;3bab0b89-47b6-45cc-bafa-aec1962c6dde;canibasami;28.0;2;2;2;0;0;0;0;1.0;0.0;0.0;0.0;0.0;100;0;100;1.0;0
2024-04-07;3bd342b6-e5ff-456b-b8e7-8aabbe9f0a32;unbiaseddestiny;2.0;9;75;7;68;0;0;0;0.09333333333333334;0.9066666666666666;0.0;0.0;0.0;418;0;418;3.125;1
2024-04-12;3bd342b6-e5ff-456b-b8e7-8aabbe9f0a32;unbiaseddestiny;2.0;9;95;7;88;0;0;0;0.07368421052631578;0.9263157894736842;0.0;0.0;0.0;438;0;438;3.375;1
2024-04-16;3be4f341-aee5-4c71-bb07-9bf056377a6b;diogoizele;1.0;1;10;1;9;0;0;0;0.1;0.9;0.0;0.0;0.0;59;0;59;;1
2024-04-23;3be4f341-aee5-4c71-bb07-9bf056377a6b;diogoizele;5.0;3;16;3;13;0;0;0;0.1875;0.8125;0.0;0.0;0.0;163;0;163;1.5;0
2024-03-18;3c17dbb8-00ef-459b-ab9e-3f52bb62c39c;lucasbvasconcellos;10.0;5;7;5;2;0;0;0;0.7142857142857143;0.2857142857142857;0.0;0.0;0.0;252;0;252;3.75;1
2024-04-07;3c17dbb8-00ef-459b-ab9e-3f52bb62c39c;lucasbvasconcellos;2.0;5;6;5;1;0;0;0;0.8333333333333334;0.16666666666666666;0.0;0.0;0.0;251;0;251;2.75;1
2024-03-29;3c5e8fac-6aad-47d5-8c1a-a2fd572b1777;carolintech;1.0;3;3;3;0;0;0;0;1.0;0.0;0.0;0.0;0.0;150;0;150;1.0;1
2024-04-17;3c5e8fac-6aad-47d5-8c1a-a2fd572b1777;carolintech;1.0;9;11;9;2;0;0;0;0.8181818181818182;0.18181818181818182;0.0;0.0;0.0;452;0;452;2.625;1
2024-03-07;3c7a3611-03b7-488b-864b-23ba2520104f;leandrocorrea88;22.0;1;1;0;1;0;0;0;0.0;1.0;0.0;0.0;0.0;1;0;1;;0
2024-03-11;3c7a3611-03b7-488b-864b-23ba2520104f;leandrocorrea88;26.0;1;1;0;1;0;0;0;0.0;1.0;0.0;0.0;0.0;1;0;1;;0
2024-04-20;3c870bdd-d0af-42eb-af19-e3929c9265f0;laloarauxo;1.0;5;54;5;48;0;0;1;0.09259259259259259;0.8888888888888888;0.0;0.0;0.018518518518518517;398;0;398;1.0;1
2024-04-25;3c870bdd-d0af-42eb-af19-e3929c9265f0;laloarauxo;3.0;6;56;6;48;0;1;1;0.10714285714285714;0.8571428571428571;0.0;0.017857142857142856;0.017857142857142856;948;0;948;1.4;0
2024-03-06;3d27870c-a8de-4de8-a222-064b3d980a01;roberto_barbosa_85;9.0;1;1;1;0;0;0;0;1.0;0.0;0.0;0.0;0.0;50;0;50;;0
2024-03-11;3d27870c-a8de-4de8-a222-064b3d980a01;roberto_barbosa_85;14.0;1;1;1;0;0;0;0;1.0;0.0;0.0;0.0;0.0;50;0;50;;0
2024-04-17;3d28e6fa-020d-4271-9ad0-335102b3a05c;f0ints;1.0;3;23;3;20;0;0;0;0.13043478260869565;0.8695652173913043;0.0;0.0;0.0;170;0;170;10.5;1
2024-04-19;3d28e6fa-020d-4271-9ad0-335102b3a05c;f0ints;1.0;4;42;4;38;0;0;0;0.09523809523809523;0.9047619047619048;0.0;0.0;0.0;238;0;238;7.666666666666667;1
2024-03-11;3d2e2ebd-a606-4800-94d7-8ea656655a78;diegopmayer;6.0;4;10;4;6;0;0;0;0.4;0.6;0.0;0.0;0.0;206;0;206;7.333333333333333;1
2024-03-18;3d2e2ebd-a606-4800-94d7-8ea656655a78;diegopmayer;13.0;3;8;3;5;0;0;0;0.375;0.625;0.0;0.0;0.0;155;0;155;3.0;1
2024-03-25;3d887161-2977-496f-9f7c-6b37d9b79c2f;barbarayasmiiin;24.0;1;1;1;0;0;0;0;1.0;0.0;0.0;0.0;0.0;50;0;50;;0
2024-03-26;3d887161-2977-496f-9f7c-6b37d9b79c2f;barbarayasmiiin;25.0;1;1;1;0;0;0;0;1.0;0.0;0.0;0.0;0.0;50;0;50;;0
2024-04-18;3e0cf827-0afb-4b5b-89ba-196cecdd44ae;zmvvn;24.0;1;8;1;7;0;0;0;0.125;0.875;0.0;0.0;0.0;57;0;57;;0
2024-04-21;3e0cf827-0afb-4b5b-89ba-196cecdd44ae;zmvvn;27.0;1;8;1;7;0;0;0;0.125;0.875;0.0;0.0;0.0;57;0;57;;0
2024-04-22;3e2a480c-5c0e-4fb1-a876-9505d79c799f;gzangalli;4.0;3;6;3;3;0;0;0;0.5;0.5;0.0;0.0;0.0;153;0;153;1.5;0
2024-04-25;3e2a480c-5c0e-4fb1-a876-9505d79c799f;gzangalli;7.0;3;6;3;3;0;0;0;0.5;0.5;0.0;0.0;0.0;153;0;153;1.5;0
2024-04-21;3e2ed9f7-8579-412b-8d24-a27befae90e7;2jonn;6.0;1;4;1;3;0;0;0;0.25;0.75;0.0;0.0;0.0;53;0;53;;0
2024-04-22;3e2ed9f7-8579-412b-8d24-a27befae90e7;2jonn;7.0;1;4;1;3;0;0;0;0.25;0.75;0.0;0.0;0.0;53;0;53;;0
2024-03-29;3e9a2bf8-e09f-4417-9ff2-5a65fd1de2ad;torrrespy;1.0;8;10;7;3;0;0;0;0.7;0.3;0.0;0.0;0.0;353;0;353;4.0;1
2024-04-16;3e9a2bf8-e09f-4417-9ff2-5a65fd1de2ad;torrrespy;5.0;11;36;11;23;1;0;1;0.3055555555555556;0.6388888888888888;0.027777777777777776;0.0;0.027777777777777776;673;-1000;-327;2.4;0
2024-04-22;3ecd38e6-4dbd-45c5-ab89-9892d6a69abd;rudhy91;2.0;5;12;3;7;0;2;0;0.25;0.5833333333333334;0.0;0.16666666666666666;0.0;1157;0;1157;1.25;1
2024-04-24;3ecd38e6-4dbd-45c5-ab89-9892d6a69abd;rudhy91;4.0;5;12;3;7;0;2;0;0.25;0.5833333333333334;0.0;0.16666666666666666;0.0;1157;0;1157;1.25;1
2024-03-01;3ed698a1-a7bf-4ad4-b69e-01223d9ccba1;xpedro812;25.0;1;12;1;11;0;0;0;0.08333333333333333;0.9166666666666666;0.0;0.0;0.0;61;0;61;;0
2024-03-05;3ed698a1-a7bf-4ad4-b69e-01223d9ccba1;xpedro812;29.0;1;12;1;11;0;0;0;0.08333333333333333;0.9166666666666666;0.0;0.0;0.0;61;0;61;;0
2024-04-10;3f0bf125-c1e2-43a3-b40c-0228ba481b05;satsuky_him;9.0;1;1;1;0;0;0;0;1.0;0.0;0.0;0.0;0.0;50;0;50;;0
2024-04-19;3f0bf125-c1e2-43a3-b40c-0228ba481b05;satsuky_him;18.0;1;1;1;0;0;0;0;1.0;0.0;0.0;0.0;0.0;50;0;50;;0
2024-04-11;3f55b86f-dc21-4ac8-8e89-7c1535359eaf;tapioca_amin;1.0;18;65;16;43;2;2;2;0.24615384615384617;0.6615384615384615;0.03076923076923077;0.03076923076923077;0.03076923076923077;2043;-2000;43;1.6470588235294117;1
2024-04-17;3f55b86f-dc21-4ac8-8e89-7c1535359eaf;tapioca_amin;1.0;18;75;16;55;2;1;1;0.21333333333333335;0.7333333333333333;0.02666666666666667;0.013333333333333334;0.013333333333333334;1455;-2000;-545;1.6470588235294117;1
2024-03-08;3f7f4584-bcbf-49f3-86d9-89743a34a41a;magoguga1996;17.0;1;3;0;3;0;0;0;0.0;1.0;0.0;0.0;0.0;3;0;3;;1
2024-03-18;3f7f4584-bcbf-49f3-86d9-89743a34a41a;magoguga1996;27.0;1;3;0;3;0;0;0;0.0;1.0;0.0;0.0;0.0;3;0;3;;1
2024-03-22;3fb957cc-1e52-4f90-bef5-4607427225fa;lucas_pioto;4.0;2;4;0;4;0;0;0;0.0;1.0;0.0;0.0;0.0;4;0;4;4.0;0
2024-04-06;3fb957cc-1e52-4f90-bef5-4607427225fa;lucas_pioto;19.0;2;4;0;4;0;0;0;0.0;1.0;0.0;0.0;0.0;4;0;4;4.0;0
2024-03-16;3fc22625-bbce-4bd8-bf04-563189720e38;srraposa_the_programmer;1.0;4;29;1;28;0;0;0;0.034482758620689655;0.9655172413793104;0.0;0.0;0.0;78;0;78;6.0;1
2024-03-26;3fc22625-bbce-4bd8-bf04-563189720e38;srraposa_the_programmer;11.0;4;29;1;28;0;0;0;0.034482758620689655;0.9655172413793104;0.0;0.0;0.0;78;0;78;6.0;1
2024-03-18;4030f1c0-acee-4f8b-8bbf-b001eb7490e2;ramone2;20.0;1;1;1;0;0;0;0;1.0;0.0;0.0;0.0;0.0;50;0;50;;0
2024-03-23;4030f1c0-acee-4f8b-8bbf-b001eb7490e2;ramone2;25.0;1;1;1;0;0;0;0;1.0;0.0;0.0;0.0;0.0;50;0;50;;0
2024-03-15;403db18e-941e-4e63-ba23-e63c0515876a;lmadriles;13.0;1;1;1;0;0;0;0;1.0;0.0;0.0;0.0;0.0;50;0;50;;0
2024-03-18;403db18e-941e-4e63-ba23-e63c0515876a;lmadriles;16.0;1;1;1;0;0;0;0;1.0;0.0;0.0;0.0;0.0;50;0;50;;0
2024-03-07;404795d1-6627-4f18-9e0f-d07595dacbfb;tavara000;10.0;1;5;0;5;0;0;0;0.0;1.0;0.0;0.0;0.0;5;0;5;;0
2024-03-12;404795d1-6627-4f18-9e0f-d07595dacbfb;tavara000;15.0;1;5;0;5;0;0;0;0.0;1.0;0.0;0.0;0.0;5;0;5;;0
2024-04-01;4090efcf-9409-4f92-ba5b-aeb4f125c2bd;haruom;13.0;1;1;1;0;0;0;0;1.0;0.0;0.0;0.0;0.0;50;0;50;;0
2024-04-17;4090efcf-9409-4f92-ba5b-aeb4f125c2bd;haruom;29.0;1;1;1;0;0;0;0;1.0;0.0;0.0;0.0;0.0;50;0;50;;0
2024-03-21;40f624c2-57ca-447a-a7f4-80464a3e3970;fgalvao77;24.0;1;1;1;0;0;0;0;1.0;0.0;0.0;0.0;0.0;50;0;50;;0
2024-03-22;40f624c2-57ca-447a-a7f4-80464a3e3970;fgalvao77;25.0;1;1;1;0;0;0;0;1.0;0.0;0.0;0.0;0.0;50;0;50;;0
2024-03-19;41bb8c47-4ced-48f4-8410-68d941663893;dodo_california;7.0;4;7;1;6;0;0;0;0.14285714285714285;0.8571428571428571;0.0;0.0;0.0;56;0;56;6.0;1
2024-04-04;41bb8c47-4ced-48f4-8410-68d941663893;dodo_california;3.0;7;22;0;22;0;0;0;0.0;1.0;0.0;0.0;0.0;22;0;22;3.3333333333333335;1
2024-03-01;41cbe7cd-708e-4b69-b627-50148a3b5ee2;hccruz72;24.0;2;30;1;29;0;0;0;0.03333333333333333;0.9666666666666667;0.0;0.0;0.0;79;0;79;1.0;0
2024-03-02;41cbe7cd-708e-4b69-b627-50148a3b5ee2;hccruz72;25.0;2;30;1;29;0;0;0;0.03333333333333333;0.9666666666666667;0.0;0.0;0.0;79;0;79;1.0;0
2024-03-15;41f5f373-f222-43d2-ac8c-265c663285c5;wertonrod;1.0;5;5;5;0;0;0;0;1.0;0.0;0.0;0.0;0.0;250;0;250;4.25;1
2024-03-20;41f5f373-f222-43d2-ac8c-265c663285c5;wertonrod;1.0;8;9;8;1;0;0;0;0.8888888888888888;0.1111111111111111;0.0;0.0;0.0;401;0;401;3.142857142857143;1
2024-03-01;427ff019-64d8-4a31-bb75-e308845e96a2;ladymartin31;4.0;1;1;1;0;0;0;0;1.0;0.0;0.0;0.0;0.0;50;0;50;;0
2024-03-22;427ff019-64d8-4a31-bb75-e308845e96a2;ladymartin31;25.0;1;1;1;0;0;0;0;1.0;0.0;0.0;0.0;0.0;50;0;50;;0
2024-03-12;4285b529-8acf-41f3-8ea8-3bd31d90dbbb;g4briellm;26.0;1;1;1;0;0;0;0;1.0;0.0;0.0;0.0;0.0;50;0;50;;0
2024-03-13;4285b529-8acf-41f3-8ea8-3bd31d90dbbb;g4briellm;27.0;1;1;1;0;0;0;0;1.0;0.0;0.0;0.0;0.0;50;0;50;;0
2024-04-17;429d1211-6738-455f-bfdd-0eed6b68e5f7;gabrielcordd;2.0;7;26;1;25;0;0;0;0.038461538461538464;0.9615384615384616;0.0;0.0;0.0;75;0;75;4.333333333333333;1
2024-04-25;429d1211-6738-455f-bfdd-0eed6b68e5f7;gabrielcordd;3.0;6;20;3;17;0;0;0;0.15;0.85;0.0;0.0;0.0;167;0;167;5.0;1
2024-03-17;43050a60-ca0e-420e-bac0-d51ee0a83a8d;william_freitass;20.0;1;2;0;2;0;0;0;0.0;1.0;0.0;0.0;0.0;2;0;2;;0
2024-03-26;43050a60-ca0e-420e-bac0-d51ee0a83a8d;william_freitass;29.0;1;2;0;2;0;0;0;0.0;1.0;0.0;0.0;0.0;2;0;2;;0
2024-03-21;431cb22b-2c2e-4754-bb99-7d02cd0c8b5a;daegon32;1.0;1;3;1;2;0;0;0;0.3333333333333333;0.6666666666666666;0.0;0.0;0.0;52;0;52;;0
2024-04-17;431cb22b-2c2e-4754-bb99-7d02cd0c8b5a;daegon32;28.0;1;3;1;2;0;0;0;0.3333333333333333;0.6666666666666666;0.0;0.0;0.0;52;0;52;;0
2024-03-21;43327cc9-4439-4d2f-9556-999151555c31;safadown_o_original;24.0;1;2;1;1;0;0;0;0.5;0.5;0.0;0.0;0.0;51;0;51;;0
2024-03-22;43327cc9-4439-4d2f-9556-999151555c31;safadown_o_original;25.0;1;2;1;1;0;0;0;0.5;0.5;0.0;0.0;0.0;51;0;51;;0
2024-04-02;4394132c-98e5-4ac3-a882-2a2ca397e8b3;ryzeab;13.0;2;2;2;0;0;0;0;1.0;0.0;0.0;0.0;0.0;100;0;100;16.0;0
2024-04-17;4394132c-98e5-4ac3-a882-2a2ca397e8b3;ryzeab;28.0;1;1;1;0;0;0;0;1.0;0.0;0.0;0.0;0.0;50;0;50;;0
2024-03-11;43aa42e8-54d2-46f7-84fc-b9c4dd6870c8;daypadilha;12.0;3;31;1;30;0;0;0;0.03225806451612903;0.967741935483871;0.0;0.0;0.0;80;0;80;1.0;0
2024-03-23;43aa42e8-54d2-46f7-84fc-b9c4dd6870c8;daypadilha;24.0;3;31;1;30;0;0;0;0.03225806451612903;0.967741935483871;0.0;0.0;0.0;80;0;80;1.0;0
2024-04-16;43e2aca6-8825-46ca-85ac-ac76a461638e;phblbrasil2;12.0;1;1;0;1;0;0;0;0.0;1.0;0.0;0.0;0.0;1;0;1;;0
2024-04-17;43e2aca6-8825-46ca-85ac-ac76a461638e;phblbrasil2;13.0;1;1;0;1;0;0;0;0.0;1.0;0.0;0.0;0.0;1;0;1;;0
2024-04-13;43fe0176-a4a7-4263-9f45-3fb68e054430;j0nas079;1.0;4;7;3;4;0;0;0;0.42857142857142855;0.5714285714285714;0.0;0.0;0.0;154;0;154;8.0;0
2024-04-15;43fe0176-a4a7-4263-9f45-3fb68e054430;j0nas079;3.0;4;7;3;4;0;0;0;0.42857142857142855;0.5714285714285714;0.0;0.0;0.0;154;0;154;8.0;0
2024-04-18;443b92e1-2acc-46a4-be86-b41b6b01c011;ricardoprotheus;1.0;2;19;2;17;0;0;0;0.10526315789473684;0.8947368421052632;0.0;0.0;0.0;117;0;117;1.0;0
2024-04-23;443b92e1-2acc-46a4-be86-b41b6b01c011;ricardoprotheus;5.0;3;21;2;19;0;0;0;0.09523809523809523;0.9047619047619048;0.0;0.0;0.0;119;0;119;1.0;0
2024-03-02;444e5a23-d896-49b1-929d-4c5cb4b2c232;anaafcs;26.0;1;1;1;0;0;0;0;1.0;0.0;0.0;0.0;0.0;50;0;50;;0
2024-03-05;444e5a23-d896-49b1-929d-4c5cb4b2c232;anaafcs;29.0;1;1;1;0;0;0;0;1.0;0.0;0.0;0.0;0.0;50;0;50;;0
2024-04-17;4491df77-dbc3-4f3d-b743-09607fd494eb;depizzolx;1.0;1;15;1;14;0;0;0;0.06666666666666667;0.9333333333333333;0.0;0.0;0.0;64;0;64;;1
2024-04-25;4491df77-dbc3-4f3d-b743-09607fd494eb;depizzolx;9.0;1;15;1;14;0;0;0;0.06666666666666667;0.9333333333333333;0.0;0.0;0.0;64;0;64;;1
2024-04-20;449e759f-2009-434c-bd20-5ad23844cbf2;matheusrosabsb;2.0;1;1;1;0;0;0;0;1.0;0.0;0.0;0.0;0.0;50;0;50;;0
2024-04-23;449e759f-2009-434c-bd20-5ad23844cbf2;matheusrosabsb;3.0;2;2;2;0;0;0;0;1.0;0.0;0.0;0.0;0.0;100;0;100;2.0;0
2024-03-09;44a8a7cf-9e53-4a27-9f5b-63ed339e05b5;orodrigofc0;12.0;1;14;1;13;0;0;0;0.07142857142857142;0.9285714285714286;0.0;0.0;0.0;63;0;63;;0
2024-03-25;44a8a7cf-9e53-4a27-9f5b-63ed339e05b5;orodrigofc0;28.0;1;14;1;13;0;0;0;0.07142857142857142;0.9285714285714286;0.0;0.0;0.0;63;0;63;;0
2024-04-05;44acc56a-7b3b-4397-966f-313df9dea4fe;emersonfab;2.0;1;2;1;1;0;0;0;0.5;0.5;0.0;0.0;0.0;51;0;51;;0
2024-04-19;44acc56a-7b3b-4397-966f-313df9dea4fe;emersonfab;14.0;2;3;1;2;0;0;0;0.3333333333333333;0.6666666666666666;0.0;0.0;0.0;52;0;52;2.0;0
2024-03-14;450a3f75-9c8a-4eb2-b39c-f718ec24f40c;letanze;1.0;20;131;18;110;1;2;0;0.13740458015267176;0.8396946564885496;0.007633587786259542;0.015267175572519083;0.0;2010;-1000;1010;1.4736842105263157;1
2024-04-01;450a3f75-9c8a-4eb2-b39c-f718ec24f40c;letanze;3.0;20;205;19;177;2;4;3;0.09268292682926829;0.8634146341463415;0.00975609756097561;0.01951219512195122;0.014634146341463415;3427;-2000;1427;1.263157894736842;1
2024-04-18;4559524a-7db5-41d9-b202-bdeb204d1523;rrafarodrigues;1.0;3;28;3;25;0;0;0;0.10714285714285714;0.8928571428571429;0.0;0.0;0.0;175;0;175;1.0;0
2024-04-20;4559524a-7db5-41d9-b202-bdeb204d1523;rrafarodrigues;2.0;4;32;4;28;0;0;0;0.125;0.875;0.0;0.0;0.0;228;0;228;1.0;0
2024-03-05;45b06413-9293-453f-ba4a-c7d91beac683;rayanxn_;8.0;2;2;1;1;0;0;0;0.5;0.5;0.0;0.0;0.0;51;0;51;21.0;0
2024-03-11;45b06413-9293-453f-ba4a-c7d91beac683;rayanxn_;14.0;1;1;0;1;0;0;0;0.0;1.0;0.0;0.0;0.0;1;0;1;;0
2024-03-01;45bbf295-bf97-4f9d-9d9c-a8f76c328608;gatoguerreiro1;22.0;2;11;0;11;0;0;0;0.0;1.0;0.0;0.0;0.0;11;0;11;1.0;0
2024-03-02;45bbf295-bf97-4f9d-9d9c-a8f76c328608;gatoguerreiro1;23.0;2;11;0;11;0;0;0;0.0;1.0;0.0;0.0;0.0;11;0;11;1.0;0
2024-04-19;45d31555-5d66-43cf-a4f6-9713a5e37e4a;doouglasromao;24.0;2;10;2;8;0;0;0;0.2;0.8;0.0;0.0;0.0;108;0;108;1.0;0
